Training round: 407		accuracy = 0.10000000149011612
Training round: 408		accuracy = 0.10000000149011612
Training round: 409		accuracy = 0.10000000149011612
Training round: 410		accuracy = 0.10000000149011612
Training round: 411		accuracy = 0.10000000149011612
Training round: 412		accuracy = 0.10000000149011612
Training round: 413		accuracy = 0.10000000149011612
Training round: 414		accuracy = 0.10000000149011612
Training round: 415		accuracy = 0.10000000149011612
Training round: 416		accuracy = 0.10000000149011612
Training round: 417		accuracy = 0.10000000149011612
Training round: 418		accuracy = 0.10000000149011612
Training round: 419		accuracy = 0.10000000149011612
Training round: 420		accuracy = 0.10000000149011612
Training round: 421		accuracy = 0.10000000149011612
Training round: 422		accuracy = 0.10000000149011612
Training round: 423		accuracy = 0.10000000149011612
Training round: 424		accuracy = 0.10000000149011612
Training round: 425		accuracy = 0.10000000149011612
Training round: 426		accuracy = 0.10000000149011612
Training round: 427		accuracy = 0.10000000149011612
Training round: 428		accuracy = 0.10000000149011612
Training round: 429		accuracy = 0.10000000149011612
Training round: 430		accuracy = 0.10000000149011612
Training round: 431		accuracy = 0.10000000149011612
Training round: 432		accuracy = 0.10000000149011612
Training round: 433		accuracy = 0.10000000149011612
Training round: 434		accuracy = 0.10000000149011612
Training round: 435		accuracy = 0.10000000149011612
Training round: 436		accuracy = 0.10000000149011612
Training round: 437		accuracy = 0.10000000149011612
Training round: 438		accuracy = 0.10000000149011612
Training round: 439		accuracy = 0.10000000149011612
Training round: 440		accuracy = 0.10000000149011612
Training round: 441		accuracy = 0.10000000149011612
Training round: 442		accuracy = 0.10000000149011612
Training round: 443		accuracy = 0.10000000149011612
Training round: 444		accuracy = 0.10000000149011612
Training round: 445		accuracy = 0.10000000149011612
Training round: 446		accuracy = 0.10000000149011612
Training round: 447		accuracy = 0.10000000149011612
Training round: 448		accuracy = 0.10000000149011612
Training round: 449		accuracy = 0.10000000149011612
Training round: 450		accuracy = 0.10000000149011612
Training round: 451		accuracy = 0.10000000149011612
Training round: 452		accuracy = 0.10000000149011612
Training round: 453		accuracy = 0.10000000149011612
Training round: 454		accuracy = 0.10000000149011612
Training round: 455		accuracy = 0.10000000149011612
Training round: 456		accuracy = 0.10000000149011612
Training round: 457		accuracy = 0.10000000149011612
Training round: 458		accuracy = 0.10000000149011612
Training round: 459		accuracy = 0.10000000149011612
Training round: 460		accuracy = 0.10000000149011612
Training round: 461		accuracy = 0.10000000149011612
Training round: 462		accuracy = 0.10000000149011612
Training round: 463		accuracy = 0.10000000149011612
Training round: 464		accuracy = 0.10000000149011612
Training round: 465		accuracy = 0.10000000149011612
Training round: 466		accuracy = 0.10000000149011612
Training round: 467		accuracy = 0.10000000149011612
Training round: 468		accuracy = 0.10000000149011612
Training round: 469		accuracy = 0.10000000149011612
Training round: 470		accuracy = 0.10000000149011612
Training round: 471		accuracy = 0.10000000149011612
Training round: 472		accuracy = 0.10000000149011612
Training round: 473		accuracy = 0.10000000149011612
Training round: 474		accuracy = 0.10000000149011612
Training round: 475		accuracy = 0.10000000149011612
Training round: 476		accuracy = 0.10000000149011612
Training round: 477		accuracy = 0.10000000149011612
Training round: 478		accuracy = 0.10000000149011612
Training round: 479		accuracy = 0.10000000149011612
Training round: 480		accuracy = 0.10000000149011612
Training round: 481		accuracy = 0.10000000149011612
Training round: 482		accuracy = 0.10000000149011612
Training round: 483		accuracy = 0.10000000149011612
Training round: 484		accuracy = 0.10000000149011612
Training round: 485		accuracy = 0.10000000149011612
Training round: 486		accuracy = 0.10000000149011612
Training round: 487		accuracy = 0.10000000149011612
Training round: 488		accuracy = 0.10000000149011612
Training round: 489		accuracy = 0.10000000149011612
Training round: 490		accuracy = 0.10000000149011612
Training round: 491		accuracy = 0.10000000149011612
Training round: 492		accuracy = 0.10000000149011612
Training round: 493		accuracy = 0.10000000149011612
Training round: 494		accuracy = 0.10000000149011612
Training round: 495		accuracy = 0.10000000149011612
Training round: 496		accuracy = 0.10000000149011612
Training round: 497		accuracy = 0.10000000149011612
Training round: 498		accuracy = 0.10000000149011612
Training round: 499		accuracy = 0.10000000149011612
Training round: 500		accuracy = 0.10000000149011612
Training round: 501		accuracy = 0.10000000149011612
Training round: 502		accuracy = 0.10000000149011612
Training round: 503		accuracy = 0.10000000149011612
Training round: 504		accuracy = 0.10000000149011612
Training round: 505		accuracy = 0.10000000149011612
Training round: 506		accuracy = 0.10000000149011612
Training round: 507		accuracy = 0.10000000149011612
